BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000944424,N3IT,2025,9/24/25,9/24/25,RV,EUR,N3N3 Revenue Invoice 2025-09-24,REF00944424,FIPOST,9/24/25,FB01,9,4
0000944435,N3IT,2025,9/22/25,9/22/25,RV,EUR,N3N3 Revenue Invoice 2025-09-22,REF00944435,SDPOST,9/22/25,FB50,9,4
0000944480,N3SN,2025,9/18/25,9/18/25,RV,XOF,N3N3 Revenue Invoice 2025-09-18,REF00944480,SDPOST,9/18/25,MIRO,9,4
0000944488,N3IT,2025,9/3/25,9/3/25,SA,EUR,N3N3 GL Posting 2025-09-03,REF00944488,FIPOST,9/3/25,VF01,9,2
0000944652,N3IT,2025,9/4/25,9/4/25,SA,EUR,N3N3 GL Posting 2025-09-04,REF00944652,SDPOST,9/4/25,FB01,9,2
0000944686,N3IT,2025,9/6/25,9/6/25,RV,EUR,N3N3 Revenue Invoice 2025-09-06,REF00944686,BATCH,9/6/25,FB50,9,4
0000944689,N3IT,2025,9/25/25,9/25/25,SA,EUR,N3N3 GL Posting 2025-09-25,REF00944689,SDPOST,9/25/25,F-02,9,5
0000944790,N3IT,2025,9/24/25,9/24/25,RE,EUR,N3N3 Vendor Invoice 2025-09-24,REF00944790,SAPUSER,9/24/25,F-02,9,2
0000944900,N3IT,2025,9/6/25,9/6/25,SA,EUR,N3N3 GL Posting 2025-09-06,REF00944900,BATCH,9/6/25,VF01,9,2
0000944951,N3IT,2025,9/18/25,9/18/25,RV,EUR,N3N3 Revenue Invoice 2025-09-18,REF00944951,SDPOST,9/18/25,F-02,9,6
0000944963,N3IT,2025,9/22/25,9/22/25,RE,EUR,N3N3 Vendor Invoice 2025-09-22,REF00944963,MMPOST,9/22/25,F-02,9,2
0000944969,N3IT,2025,9/19/25,9/19/25,RE,EUR,N3N3 Vendor Invoice 2025-09-19,REF00944969,SDPOST,9/19/25,VF01,9,2
0000944977,N3IT,2025,9/22/25,9/22/25,RV,EUR,N3N3 Revenue Invoice 2025-09-22,REF00944977,MMPOST,9/22/25,F-02,9,4
0000944994,N3IT,2025,9/13/25,9/13/25,RV,EUR,N3N3 Revenue Invoice 2025-09-13,REF00944994,MMPOST,9/13/25,VF01,9,4
0000945000,N3IT,2025,9/15/25,9/15/25,RV,EUR,N3N3 Revenue Invoice 2025-09-15,REF00945000,SAPUSER,9/15/25,MIRO,9,6
0000945060,N3IT,2025,9/3/25,9/3/25,SA,EUR,N3N3 GL Posting 2025-09-03,REF00945060,MMPOST,9/3/25,MIRO,9,2
0000945093,N3IT,2025,9/6/25,9/6/25,RV,EUR,N3N3 Revenue Invoice 2025-09-06,REF00945093,SAPUSER,9/6/25,VF01,9,4
0000945102,N3IT,2025,9/15/25,9/15/25,RE,EUR,N3N3 Vendor Invoice 2025-09-15,REF00945102,MMPOST,9/15/25,FB01,9,4
0000945115,N3IT,2025,9/22/25,9/22/25,SA,EUR,N3N3 GL Posting 2025-09-22,REF00945115,FIPOST,9/22/25,FB50,9,2
0000945129,N3IT,2025,9/23/25,9/23/25,RV,EUR,N3N3 Revenue Invoice 2025-09-23,REF00945129,FIPOST,9/23/25,MIRO,9,4
0000945181,N3IT,2025,9/17/25,9/17/25,RE,EUR,N3N3 Vendor Invoice 2025-09-17,REF00945181,SAPUSER,9/17/25,VF01,9,2
0000945387,N3IT,2025,9/7/25,9/7/25,RV,EUR,N3N3 Revenue Invoice 2025-09-07,REF00945387,FIPOST,9/7/25,MIRO,9,4
0000945407,N3IT,2025,9/14/25,9/14/25,RV,EUR,N3N3 Revenue Invoice 2025-09-14,REF00945407,BATCH,9/14/25,MIRO,9,4
0000945449,N3IT,2025,9/5/25,9/5/25,RV,EUR,N3N3 Revenue Invoice 2025-09-05,REF00945449,SDPOST,9/5/25,VF01,9,4
0000945451,N3IT,2025,9/11/25,9/11/25,RE,EUR,N3N3 Vendor Invoice 2025-09-11,REF00945451,SDPOST,9/11/25,MIRO,9,2
0000945550,N3IT,2025,9/4/25,9/4/25,RV,EUR,N3N3 Revenue Invoice 2025-09-04,REF00945550,FIPOST,9/4/25,F-02,9,4
0000945629,N3IT,2025,9/14/25,9/14/25,SA,EUR,N3N3 GL Posting 2025-09-14,REF00945629,SAPUSER,9/14/25,F-02,9,6
0000945659,N3IT,2025,9/15/25,9/15/25,SA,EUR,N3N3 GL Posting 2025-09-15,REF00945659,SAPUSER,9/15/25,F-02,9,2
0000945725,N3IT,2025,9/9/25,9/9/25,RE,EUR,N3N3 Vendor Invoice 2025-09-09,REF00945725,SAPUSER,9/9/25,VF01,9,2
0000945741,N3IT,2025,9/10/25,9/10/25,RE,EUR,N3N3 Vendor Invoice 2025-09-10,REF00945741,SAPUSER,9/10/25,F-02,9,2
0000945786,N3IT,2025,9/26/25,9/26/25,RE,EUR,N3N3 Vendor Invoice 2025-09-26,REF00945786,FIPOST,9/26/25,F-02,9,2
0000945819,N3IT,2025,9/1/25,9/1/25,RV,EUR,N3N3 Revenue Invoice 2025-09-01,REF00945819,BATCH,9/1/25,VF01,9,4
0000945977,N3IT,2025,9/10/25,9/10/25,SA,EUR,N3N3 GL Posting 2025-09-10,REF00945977,MMPOST,9/10/25,FB01,9,2
0000945984,N3IT,2025,9/10/25,9/10/25,RV,EUR,N3N3 Revenue Invoice 2025-09-10,REF00945984,BATCH,9/10/25,FB01,9,4
0000946043,N3IT,2025,9/15/25,9/15/25,RV,EUR,N3N3 Revenue Invoice 2025-09-15,REF00946043,SDPOST,9/15/25,FB50,9,4
0000946114,N3IT,2025,9/27/25,9/27/25,RE,EUR,N3N3 Vendor Invoice 2025-09-27,REF00946114,SDPOST,9/27/25,F-02,9,2
0000946128,N3IT,2025,9/17/25,9/17/25,RV,EUR,N3N3 Revenue Invoice 2025-09-17,REF00946128,SAPUSER,9/17/25,F-02,9,4
0000946137,N3IT,2025,9/30/25,9/30/25,SA,EUR,N3N3 GL Posting 2025-09-30,REF00946137,SAPUSER,9/30/25,F-02,9,2
0000946143,N3IT,2025,9/14/25,9/14/25,RV,EUR,N3N3 Revenue Invoice 2025-09-14,REF00946143,MMPOST,9/14/25,MIRO,9,6
0000946180,N3SN,2025,9/19/25,9/19/25,RV,XOF,N3N3 Revenue Invoice 2025-09-19,REF00946180,MMPOST,9/19/25,FB50,9,6
0000946242,N3IT,2025,9/27/25,9/27/25,SA,EUR,N3N3 GL Posting 2025-09-27,REF00946242,BATCH,9/27/25,MIRO,9,5
0000946301,N3IT,2025,9/26/25,9/26/25,RV,EUR,N3N3 Revenue Invoice 2025-09-26,REF00946301,SDPOST,9/26/25,VF01,9,4
0000946442,N3IT,2025,9/30/25,9/30/25,RV,EUR,N3N3 Revenue Invoice 2025-09-30,REF00946442,MMPOST,9/30/25,FB01,9,6
0000946525,N3IT,2025,9/30/25,9/30/25,RV,EUR,N3N3 Revenue Invoice 2025-09-30,REF00946525,MMPOST,9/30/25,FB01,9,4
0000946578,N3IT,2025,9/8/25,9/8/25,RV,EUR,N3N3 Revenue Invoice 2025-09-08,REF00946578,FIPOST,9/8/25,FB01,9,6
0000946590,N3IT,2025,9/14/25,9/14/25,RV,EUR,N3N3 Revenue Invoice 2025-09-14,REF00946590,MMPOST,9/14/25,MIRO,9,6
0000946609,N3IT,2025,9/3/25,9/3/25,RE,EUR,N3N3 Vendor Invoice 2025-09-03,REF00946609,MMPOST,9/3/25,FB50,9,2
0000946705,N3IT,2025,9/29/25,9/29/25,RV,EUR,N3N3 Revenue Invoice 2025-09-29,REF00946705,FIPOST,9/29/25,FB01,9,4
0000946766,N3IT,2025,9/30/25,9/30/25,RV,EUR,N3N3 Revenue Invoice 2025-09-30,REF00946766,FIPOST,9/30/25,F-02,9,4
0000946779,N3IT,2025,9/2/25,9/2/25,SA,EUR,N3N3 GL Posting 2025-09-02,REF00946779,BATCH,9/2/25,VF01,9,2
0000946798,N3IT,2025,9/7/25,9/7/25,SA,EUR,N3N3 GL Posting 2025-09-07,REF00946798,SAPUSER,9/7/25,FB50,9,7
0000946817,N3IT,2025,9/14/25,9/14/25,RE,EUR,N3N3 Vendor Invoice 2025-09-14,REF00946817,FIPOST,9/14/25,F-02,9,2
0000946828,N3IT,2025,9/6/25,9/6/25,SA,EUR,N3N3 GL Posting 2025-09-06,REF00946828,FIPOST,9/6/25,MIRO,9,2
0000946922,N3IT,2025,9/14/25,9/14/25,SA,EUR,N3N3 GL Posting 2025-09-14,REF00946922,BATCH,9/14/25,MIRO,9,2
0000946980,N3IT,2025,9/27/25,9/27/25,RV,EUR,N3N3 Revenue Invoice 2025-09-27,REF00946980,SAPUSER,9/27/25,FB50,9,6
0000947014,N3IT,2025,9/1/25,9/1/25,RV,EUR,N3N3 Revenue Invoice 2025-09-01,REF00947014,SAPUSER,9/1/25,FB01,9,4
0000947027,N3IT,2025,9/9/25,9/9/25,RV,EUR,N3N3 Revenue Invoice 2025-09-09,REF00947027,BATCH,9/9/25,FB50,9,4
0000947036,N3IT,2025,9/10/25,9/10/25,RV,EUR,N3N3 Revenue Invoice 2025-09-10,REF00947036,MMPOST,9/10/25,F-02,9,4
0000947060,N3IT,2025,9/13/25,9/13/25,RV,EUR,N3N3 Revenue Invoice 2025-09-13,REF00947060,SDPOST,9/13/25,VF01,9,6
0000947103,N3IT,2025,9/20/25,9/20/25,RV,EUR,N3N3 Revenue Invoice 2025-09-20,REF00947103,FIPOST,9/20/25,VF01,9,4
0000947119,N3IT,2025,9/21/25,9/21/25,RV,EUR,N3N3 Revenue Invoice 2025-09-21,REF00947119,FIPOST,9/21/25,VF01,9,4
0000947137,N3IT,2025,9/24/25,9/24/25,SA,EUR,N3N3 GL Posting 2025-09-24,REF00947137,FIPOST,9/24/25,MIRO,9,7
0000947164,N3IT,2025,9/22/25,9/22/25,RV,EUR,N3N3 Revenue Invoice 2025-09-22,REF00947164,BATCH,9/22/25,FB50,9,4
0000947171,N3IT,2025,9/13/25,9/13/25,RE,EUR,N3N3 Vendor Invoice 2025-09-13,REF00947171,SAPUSER,9/13/25,F-02,9,4
0000947198,N3IT,2025,9/13/25,9/13/25,RE,EUR,N3N3 Vendor Invoice 2025-09-13,REF00947198,SDPOST,9/13/25,MIRO,9,2
0000947325,N3SN,2025,9/3/25,9/3/25,RV,XOF,N3N3 Revenue Invoice 2025-09-03,REF00947325,MMPOST,9/3/25,FB01,9,4
0000947339,N3IT,2025,9/23/25,9/23/25,RV,EUR,N3N3 Revenue Invoice 2025-09-23,REF00947339,SDPOST,9/23/25,VF01,9,4
0000947356,N3IT,2025,9/4/25,9/4/25,RV,EUR,N3N3 Revenue Invoice 2025-09-04,REF00947356,SAPUSER,9/4/25,FB50,9,6
0000947365,N3IT,2025,9/11/25,9/11/25,RV,EUR,N3N3 Revenue Invoice 2025-09-11,REF00947365,BATCH,9/11/25,VF01,9,4
0000947369,N3IT,2025,9/1/25,9/1/25,RE,EUR,N3N3 Vendor Invoice 2025-09-01,REF00947369,SAPUSER,9/1/25,F-02,9,2
0000947410,N3SN,2025,9/1/25,9/1/25,RV,XOF,N3N3 Revenue Invoice 2025-09-01,REF00947410,MMPOST,9/1/25,FB01,9,4
0000947423,N3SN,2025,9/26/25,9/26/25,RE,XOF,N3N3 Vendor Invoice 2025-09-26,REF00947423,BATCH,9/26/25,FB01,9,4
0000947506,N3IT,2025,9/22/25,9/22/25,RV,EUR,N3N3 Revenue Invoice 2025-09-22,REF00947506,BATCH,9/22/25,VF01,9,4
0000947508,N3IT,2025,9/18/25,9/18/25,SA,EUR,N3N3 GL Posting 2025-09-18,REF00947508,FIPOST,9/18/25,MIRO,9,2
0000947525,N3IT,2025,9/4/25,9/4/25,RV,EUR,N3N3 Revenue Invoice 2025-09-04,REF00947525,SDPOST,9/4/25,F-02,9,4
0000947551,N3IT,2025,9/21/25,9/21/25,SA,EUR,N3N3 GL Posting 2025-09-21,REF00947551,MMPOST,9/21/25,FB50,9,2
0000947565,N3IT,2025,9/17/25,9/17/25,RV,EUR,N3N3 Revenue Invoice 2025-09-17,REF00947565,BATCH,9/17/25,F-02,9,6
0000947600,N3IT,2025,9/9/25,9/9/25,RV,EUR,N3N3 Revenue Invoice 2025-09-09,REF00947600,BATCH,9/9/25,FB01,9,6
0000947629,N3IT,2025,9/4/25,9/4/25,SA,EUR,N3N3 GL Posting 2025-09-04,REF00947629,SAPUSER,9/4/25,VF01,9,2
0000947696,N3IT,2025,9/19/25,9/19/25,RV,EUR,N3N3 Revenue Invoice 2025-09-19,REF00947696,SAPUSER,9/19/25,VF01,9,6
0000947720,N3IT,2025,9/16/25,9/16/25,SA,EUR,N3N3 GL Posting 2025-09-16,REF00947720,BATCH,9/16/25,F-02,9,7
0000947792,N3IT,2025,9/30/25,9/30/25,RE,EUR,N3N3 Vendor Invoice 2025-09-30,REF00947792,SDPOST,9/30/25,F-02,9,2
0000947813,N3IT,2025,9/24/25,9/24/25,RV,EUR,N3N3 Revenue Invoice 2025-09-24,REF00947813,BATCH,9/24/25,FB50,9,4
0000947846,N3IT,2025,9/21/25,9/21/25,RV,EUR,N3N3 Revenue Invoice 2025-09-21,REF00947846,SDPOST,9/21/25,FB50,9,4
0000947856,N3SN,2025,9/26/25,9/26/25,SA,XOF,N3N3 GL Posting 2025-09-26,REF00947856,FIPOST,9/26/25,F-02,9,7
0000947903,N3IT,2025,9/15/25,9/15/25,RV,EUR,N3N3 Revenue Invoice 2025-09-15,REF00947903,BATCH,9/15/25,FB01,9,4
0000947915,N3IT,2025,10/28/25,10/28/25,RE,EUR,N3N3 Vendor Invoice 2025-10-28,REF00947915,SAPUSER,10/28/25,F-02,10,2
0000947928,N3IT,2025,10/19/25,10/19/25,SA,EUR,N3N3 GL Posting 2025-10-19,REF00947928,BATCH,10/19/25,FB50,10,3
0000947966,N3IT,2025,10/24/25,10/24/25,SA,EUR,N3N3 GL Posting 2025-10-24,REF00947966,BATCH,10/24/25,F-02,10,7
0000948058,N3IT,2025,10/21/25,10/21/25,RV,EUR,N3N3 Revenue Invoice 2025-10-21,REF00948058,SDPOST,10/21/25,FB50,10,4
0000948095,N3IT,2025,10/20/25,10/20/25,RV,EUR,N3N3 Revenue Invoice 2025-10-20,REF00948095,SAPUSER,10/20/25,FB50,10,6
0000948099,N3IT,2025,10/28/25,10/28/25,RE,EUR,N3N3 Vendor Invoice 2025-10-28,REF00948099,FIPOST,10/28/25,VF01,10,2
0000948139,N3SN,2025,10/12/25,10/12/25,RV,XOF,N3N3 Revenue Invoice 2025-10-12,REF00948139,SAPUSER,10/12/25,FB01,10,6
0000948145,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00948145,FIPOST,10/23/25,FB01,10,4
0000948188,N3IT,2025,10/12/25,10/12/25,RV,EUR,N3N3 Revenue Invoice 2025-10-12,REF00948188,SAPUSER,10/12/25,VF01,10,6
0000948199,N3SN,2025,10/6/25,10/6/25,RV,XOF,N3N3 Revenue Invoice 2025-10-06,REF00948199,SDPOST,10/6/25,FB50,10,6
0000948210,N3IT,2025,10/9/25,10/9/25,RV,EUR,N3N3 Revenue Invoice 2025-10-09,REF00948210,FIPOST,10/9/25,MIRO,10,4
0000948375,N3SN,2025,10/28/25,10/28/25,RV,XOF,N3N3 Revenue Invoice 2025-10-28,REF00948375,SDPOST,10/28/25,FB01,10,4
0000948398,N3IT,2025,10/11/25,10/11/25,RV,EUR,N3N3 Revenue Invoice 2025-10-11,REF00948398,SAPUSER,10/11/25,MIRO,10,4
0000948429,N3IT,2025,10/22/25,10/22/25,SA,EUR,N3N3 GL Posting 2025-10-22,REF00948429,SAPUSER,10/22/25,FB50,10,2
0000948453,N3IT,2025,10/27/25,10/27/25,RV,EUR,N3N3 Revenue Invoice 2025-10-27,REF00948453,SDPOST,10/27/25,FB01,10,6
0000948467,N3SN,2025,10/27/25,10/27/25,RV,XOF,N3N3 Revenue Invoice 2025-10-27,REF00948467,FIPOST,10/27/25,VF01,10,4
0000948528,N3IT,2025,10/3/25,10/3/25,SA,EUR,N3N3 GL Posting 2025-10-03,REF00948528,SDPOST,10/3/25,FB50,10,7
0000948563,N3IT,2025,10/21/25,10/21/25,RV,EUR,N3N3 Revenue Invoice 2025-10-21,REF00948563,SDPOST,10/21/25,F-02,10,6
0000948574,N3IT,2025,10/29/25,10/29/25,RV,EUR,N3N3 Revenue Invoice 2025-10-29,REF00948574,FIPOST,10/29/25,F-02,10,4
0000948650,N3SN,2025,10/20/25,10/20/25,RE,XOF,N3N3 Vendor Invoice 2025-10-20,REF00948650,MMPOST,10/20/25,MIRO,10,2
0000948668,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00948668,BATCH,10/15/25,VF01,10,6
0000948671,N3IT,2025,10/24/25,10/24/25,SA,EUR,N3N3 GL Posting 2025-10-24,REF00948671,MMPOST,10/24/25,VF01,10,2
0000948674,N3IT,2025,10/24/25,10/24/25,RV,EUR,N3N3 Revenue Invoice 2025-10-24,REF00948674,SAPUSER,10/24/25,FB50,10,4
0000948698,N3IT,2025,10/30/25,10/30/25,RE,EUR,N3N3 Vendor Invoice 2025-10-30,REF00948698,SAPUSER,10/30/25,VF01,10,2
0000948710,N3IT,2025,10/1/25,10/1/25,SA,EUR,N3N3 GL Posting 2025-10-01,REF00948710,SDPOST,10/1/25,VF01,10,2
0000948736,N3SN,2025,10/30/25,10/30/25,RE,XOF,N3N3 Vendor Invoice 2025-10-30,REF00948736,SDPOST,10/30/25,FB01,10,2
0000948820,N3IT,2025,10/7/25,10/7/25,RV,EUR,N3N3 Revenue Invoice 2025-10-07,REF00948820,SDPOST,10/7/25,VF01,10,4
0000948887,N3IT,2025,10/3/25,10/3/25,RE,EUR,N3N3 Vendor Invoice 2025-10-03,REF00948887,FIPOST,10/3/25,MIRO,10,2
0000948974,N3SN,2025,10/27/25,10/27/25,RV,XOF,N3N3 Revenue Invoice 2025-10-27,REF00948974,SDPOST,10/27/25,FB01,10,4
0000949088,N3IT,2025,10/20/25,10/20/25,RV,EUR,N3N3 Revenue Invoice 2025-10-20,REF00949088,SDPOST,10/20/25,VF01,10,4
0000949095,N3IT,2025,10/12/25,10/12/25,RV,EUR,N3N3 Revenue Invoice 2025-10-12,REF00949095,SAPUSER,10/12/25,F-02,10,4
0000949097,N3SN,2025,10/21/25,10/21/25,SA,XOF,N3N3 GL Posting 2025-10-21,REF00949097,SDPOST,10/21/25,FB01,10,2
0000949158,N3SN,2025,10/29/25,10/29/25,SA,XOF,N3N3 GL Posting 2025-10-29,REF00949158,MMPOST,10/29/25,VF01,10,2
0000949167,N3IT,2025,10/24/25,10/24/25,RV,EUR,N3N3 Revenue Invoice 2025-10-24,REF00949167,SDPOST,10/24/25,FB01,10,4
0000949210,N3IT,2025,10/12/25,10/12/25,SA,EUR,N3N3 GL Posting 2025-10-12,REF00949210,MMPOST,10/12/25,MIRO,10,5
0000949233,N3IT,2025,10/21/25,10/21/25,RV,EUR,N3N3 Revenue Invoice 2025-10-21,REF00949233,MMPOST,10/21/25,MIRO,10,4
0000949241,N3IT,2025,10/18/25,10/18/25,RV,EUR,N3N3 Revenue Invoice 2025-10-18,REF00949241,FIPOST,10/18/25,FB01,10,4
0000949291,N3SN,2025,10/29/25,10/29/25,RV,XOF,N3N3 Revenue Invoice 2025-10-29,REF00949291,SDPOST,10/29/25,MIRO,10,6
0000949295,N3IT,2025,10/31/25,10/31/25,SA,EUR,N3N3 GL Posting 2025-10-31,REF00949295,SDPOST,10/31/25,MIRO,10,2
0000949359,N3IT,2025,10/19/25,10/19/25,SA,EUR,N3N3 GL Posting 2025-10-19,REF00949359,SAPUSER,10/19/25,FB01,10,2
0000949363,N3IT,2025,10/2/25,10/2/25,RE,EUR,N3N3 Vendor Invoice 2025-10-02,REF00949363,BATCH,10/2/25,F-02,10,2
0000949369,N3IT,2025,10/15/25,10/15/25,RE,EUR,N3N3 Vendor Invoice 2025-10-15,REF00949369,SDPOST,10/15/25,VF01,10,2
0000949372,N3IT,2025,10/20/25,10/20/25,SA,EUR,N3N3 GL Posting 2025-10-20,REF00949372,MMPOST,10/20/25,VF01,10,2
0000949382,N3SN,2025,10/10/25,10/10/25,SA,XOF,N3N3 GL Posting 2025-10-10,REF00949382,FIPOST,10/10/25,MIRO,10,2
0000949436,N3IT,2025,10/18/25,10/18/25,RE,EUR,N3N3 Vendor Invoice 2025-10-18,REF00949436,MMPOST,10/18/25,VF01,10,2
0000949437,N3IT,2025,10/16/25,10/16/25,RE,EUR,N3N3 Vendor Invoice 2025-10-16,REF00949437,SDPOST,10/16/25,F-02,10,2
0000949464,N3IT,2025,10/9/25,10/9/25,SA,EUR,N3N3 GL Posting 2025-10-09,REF00949464,MMPOST,10/9/25,FB01,10,3
0000949467,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00949467,BATCH,10/17/25,F-02,10,6
0000949493,N3IT,2025,10/21/25,10/21/25,SA,EUR,N3N3 GL Posting 2025-10-21,REF00949493,MMPOST,10/21/25,FB50,10,3
0000949502,N3IT,2025,10/21/25,10/21/25,SA,EUR,N3N3 GL Posting 2025-10-21,REF00949502,BATCH,10/21/25,VF01,10,2
0000949516,N3IT,2025,10/14/25,10/14/25,SA,EUR,N3N3 GL Posting 2025-10-14,REF00949516,SAPUSER,10/14/25,VF01,10,2
0000949531,N3IT,2025,10/1/25,10/1/25,RE,EUR,N3N3 Vendor Invoice 2025-10-01,REF00949531,SDPOST,10/1/25,FB01,10,2
0000949550,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00949550,MMPOST,10/2/25,FB50,10,4
0000949562,N3IT,2025,10/18/25,10/18/25,SA,EUR,N3N3 GL Posting 2025-10-18,REF00949562,SDPOST,10/18/25,FB50,10,2
0000949723,N3IT,2025,10/18/25,10/18/25,RV,EUR,N3N3 Revenue Invoice 2025-10-18,REF00949723,BATCH,10/18/25,FB50,10,4
0000949825,N3IT,2025,10/24/25,10/24/25,RE,EUR,N3N3 Vendor Invoice 2025-10-24,REF00949825,MMPOST,10/24/25,VF01,10,2
0000949866,N3IT,2025,10/31/25,10/31/25,RE,EUR,N3N3 Vendor Invoice 2025-10-31,REF00949866,FIPOST,10/31/25,MIRO,10,2
0000949910,N3SN,2025,10/17/25,10/17/25,RE,XOF,N3N3 Vendor Invoice 2025-10-17,REF00949910,SDPOST,10/17/25,F-02,10,2
0000949944,N3IT,2025,10/10/25,10/10/25,RV,EUR,N3N3 Revenue Invoice 2025-10-10,REF00949944,FIPOST,10/10/25,MIRO,10,4
0000949954,N3IT,2025,10/17/25,10/17/25,RE,EUR,N3N3 Vendor Invoice 2025-10-17,REF00949954,SAPUSER,10/17/25,FB01,10,2
0000949966,N3IT,2025,10/9/25,10/9/25,RV,EUR,N3N3 Revenue Invoice 2025-10-09,REF00949966,SAPUSER,10/9/25,FB01,10,4
0000949978,N3IT,2025,10/26/25,10/26/25,RV,EUR,N3N3 Revenue Invoice 2025-10-26,REF00949978,SAPUSER,10/26/25,F-02,10,4
0000950033,N3IT,2025,10/25/25,10/25/25,RV,EUR,N3N3 Revenue Invoice 2025-10-25,REF00950033,BATCH,10/25/25,F-02,10,4
0000950066,N3IT,2025,10/4/25,10/4/25,RV,EUR,N3N3 Revenue Invoice 2025-10-04,REF00950066,SDPOST,10/4/25,FB01,10,4
0000950068,N3IT,2025,10/27/25,10/27/25,RE,EUR,N3N3 Vendor Invoice 2025-10-27,REF00950068,FIPOST,10/27/25,F-02,10,4
0000950069,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00950069,MMPOST,10/15/25,FB50,10,4
0000950076,N3IT,2025,10/26/25,10/26/25,RV,EUR,N3N3 Revenue Invoice 2025-10-26,REF00950076,MMPOST,10/26/25,FB01,10,4
0000950100,N3IT,2025,10/3/25,10/3/25,RV,EUR,N3N3 Revenue Invoice 2025-10-03,REF00950100,MMPOST,10/3/25,VF01,10,6
0000950107,N3IT,2025,10/12/25,10/12/25,RV,EUR,N3N3 Revenue Invoice 2025-10-12,REF00950107,MMPOST,10/12/25,FB50,10,4
0000950108,N3SN,2025,10/2/25,10/2/25,RE,XOF,N3N3 Vendor Invoice 2025-10-02,REF00950108,FIPOST,10/2/25,FB50,10,2
0000950227,N3IT,2025,10/27/25,10/27/25,SA,EUR,N3N3 GL Posting 2025-10-27,REF00950227,SDPOST,10/27/25,F-02,10,2
0000950233,N3IT,2025,10/11/25,10/11/25,RE,EUR,N3N3 Vendor Invoice 2025-10-11,REF00950233,SAPUSER,10/11/25,VF01,10,2
0000950238,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00950238,FIPOST,10/23/25,MIRO,10,4
0000950312,N3IT,2025,10/17/25,10/17/25,SA,EUR,N3N3 GL Posting 2025-10-17,REF00950312,MMPOST,10/17/25,FB01,10,5
0000950361,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00950361,BATCH,10/2/25,F-02,10,4
0000950406,N3IT,2025,10/16/25,10/16/25,SA,EUR,N3N3 GL Posting 2025-10-16,REF00950406,BATCH,10/16/25,VF01,10,2
0000950426,N3IT,2025,10/14/25,10/14/25,SA,EUR,N3N3 GL Posting 2025-10-14,REF00950426,BATCH,10/14/25,FB01,10,3
0000950437,N3IT,2025,10/1/25,10/1/25,RV,EUR,N3N3 Revenue Invoice 2025-10-01,REF00950437,SDPOST,10/1/25,MIRO,10,4
0000950455,N3SN,2025,10/17/25,10/17/25,RV,XOF,N3N3 Revenue Invoice 2025-10-17,REF00950455,SAPUSER,10/17/25,FB50,10,6
0000950495,N3IT,2025,10/18/25,10/18/25,RE,EUR,N3N3 Vendor Invoice 2025-10-18,REF00950495,SDPOST,10/18/25,VF01,10,4
0000950517,N3IT,2025,10/6/25,10/6/25,RV,EUR,N3N3 Revenue Invoice 2025-10-06,REF00950517,MMPOST,10/6/25,FB01,10,4
0000950565,N3IT,2025,10/27/25,10/27/25,RV,EUR,N3N3 Revenue Invoice 2025-10-27,REF00950565,SDPOST,10/27/25,FB50,10,4
0000950635,N3IT,2025,10/27/25,10/27/25,RV,EUR,N3N3 Revenue Invoice 2025-10-27,REF00950635,SDPOST,10/27/25,FB01,10,4
0000950681,N3IT,2025,10/19/25,10/19/25,RV,EUR,N3N3 Revenue Invoice 2025-10-19,REF00950681,FIPOST,10/19/25,VF01,10,6
0000950692,N3IT,2025,10/28/25,10/28/25,SA,EUR,N3N3 GL Posting 2025-10-28,REF00950692,MMPOST,10/28/25,MIRO,10,5
0000950707,N3SN,2025,10/11/25,10/11/25,RV,XOF,N3N3 Revenue Invoice 2025-10-11,REF00950707,BATCH,10/11/25,VF01,10,4
0000950717,N3IT,2025,10/8/25,10/8/25,RV,EUR,N3N3 Revenue Invoice 2025-10-08,REF00950717,SAPUSER,10/8/25,F-02,10,4
0000950739,N3IT,2025,10/29/25,10/29/25,RV,EUR,N3N3 Revenue Invoice 2025-10-29,REF00950739,BATCH,10/29/25,VF01,10,6
0000950773,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00950773,BATCH,10/17/25,FB01,10,4
0000950817,N3SN,2025,10/15/25,10/15/25,RV,XOF,N3N3 Revenue Invoice 2025-10-15,REF00950817,SDPOST,10/15/25,FB01,10,6
0000950821,N3SN,2025,10/15/25,10/15/25,RE,XOF,N3N3 Vendor Invoice 2025-10-15,REF00950821,BATCH,10/15/25,VF01,10,2
